e9dd465e8dd63a80dda8f3ce9cba6848<::>1	Q0	414940-0-474	1	1.000000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>1	Q0	178-0-1083	2	0.500000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>1	Q0	56894-0-883	3	0.333333	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>1	Q0	471123-0-798	4	0.250000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>1	Q0	416727-0-1356	5	0.200000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>1	Q0	232932-0-938	6	0.166667	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>1	Q0	106863-0-1103	7	0.142857	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>1	Q0	343120-0-248	8	0.125000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>1	Q0	409995-0-406	9	0.111111	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>1	Q0	315345-0-531	10	0.100000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>2	Q0	414940-0-474	1	1.000000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>2	Q0	178-0-1083	2	0.500000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>2	Q0	416727-0-1356	3	0.333333	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>2	Q0	471123-0-798	4	0.250000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>2	Q0	232932-0-938	5	0.200000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>2	Q0	192515-0-701	6	0.166667	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>2	Q0	403739-0-514	7	0.142857	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>2	Q0	98947-0-486	8	0.125000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>2	Q0	88444-0-371	9	0.111111	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>2	Q0	224011-0-1802	10	0.100000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>3	Q0	495066-0-1802	1	1.000000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>3	Q0	98947-0-486	2	0.500000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>3	Q0	447509-0-1641	3	0.333333	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>3	Q0	345129-0-1500	4	0.250000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>3	Q0	224011-0-1802	5	0.200000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>3	Q0	141221-0-680	6	0.166667	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>3	Q0	507903-0-592	7	0.142857	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>3	Q0	346760-0-445	8	0.125000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>3	Q0	93354-0-514	9	0.111111	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>3	Q0	446652-0-536	10	0.100000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>4	Q0	98947-0-486	1	1.000000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>4	Q0	62417-0-574	2	0.500000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>4	Q0	254319-0-574	3	0.333333	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>4	Q0	346760-0-445	4	0.250000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>4	Q0	447509-0-1641	5	0.200000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>4	Q0	599411-0-261	6	0.166667	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>4	Q0	141221-0-680	7	0.142857	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>4	Q0	507903-0-592	8	0.125000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>4	Q0	446652-0-536	9	0.111111	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>4	Q0	298779-0-748	10	0.100000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>5	Q0	282674-0-487	1	1.000000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>5	Q0	467535-0-727	2	0.500000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>5	Q0	406542-0-549	3	0.333333	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>5	Q0	492022-0-374	4	0.250000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>5	Q0	597850-0-335	5	0.200000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>5	Q0	554465-0-780	6	0.166667	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>5	Q0	240252-0-343	7	0.142857	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>5	Q0	473599-0-269	8	0.125000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>5	Q0	172590-0-503	9	0.111111	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>5	Q0	73201-0-223	10	0.100000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>6	Q0	554465-0-780	1	1.000000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>6	Q0	406542-0-549	2	0.500000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>6	Q0	467535-0-727	3	0.333333	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>6	Q0	172590-0-503	4	0.250000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>6	Q0	597850-0-335	5	0.200000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>6	Q0	282674-0-487	6	0.166667	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>6	Q0	570178-0-1455	7	0.142857	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>6	Q0	37659-0-483	8	0.125000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>6	Q0	492022-0-374	9	0.111111	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>6	Q0	366249-0-656	10	0.100000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>7	Q0	452479-0-560	1	1.000000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>7	Q0	21786-0-637	2	0.500000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>7	Q0	599414-0-300	3	0.333333	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>7	Q0	69506-0-203	4	0.250000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>7	Q0	231863-0-1069	5	0.200000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>7	Q0	258975-0-241	6	0.166667	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>7	Q0	401266-0-1438	7	0.142857	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>7	Q0	110860-0-1333	8	0.125000	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>7	Q0	537214-0-563	9	0.111111	run1
e9dd465e8dd63a80dda8f3ce9cba6848<::>7	Q0	97064-0-338	10	0.100000	run1
c5518952b78b171de2d5b9317103ba62<::>1	Q0	309909-0-1442	1	1.000000	run1
c5518952b78b171de2d5b9317103ba62<::>1	Q0	396792-0-1286	2	0.500000	run1
c5518952b78b171de2d5b9317103ba62<::>1	Q0	368911-0-303	3	0.333333	run1
c5518952b78b171de2d5b9317103ba62<::>1	Q0	367754-0-1807	4	0.250000	run1
c5518952b78b171de2d5b9317103ba62<::>1	Q0	576384-0-565	5	0.200000	run1
c5518952b78b171de2d5b9317103ba62<::>1	Q0	64556-0-531	6	0.166667	run1
c5518952b78b171de2d5b9317103ba62<::>1	Q0	30596-0-1099	7	0.142857	run1
c5518952b78b171de2d5b9317103ba62<::>1	Q0	537593-0-1546	8	0.125000	run1
c5518952b78b171de2d5b9317103ba62<::>1	Q0	380786-0-2274	9	0.111111	run1
c5518952b78b171de2d5b9317103ba62<::>1	Q0	361028-0-1098	10	0.100000	run1
c5518952b78b171de2d5b9317103ba62<::>2	Q0	210511-0-748	1	1.000000	run1
c5518952b78b171de2d5b9317103ba62<::>2	Q0	168667-0-724	2	0.500000	run1
c5518952b78b171de2d5b9317103ba62<::>2	Q0	135093-0-464	3	0.333333	run1
c5518952b78b171de2d5b9317103ba62<::>2	Q0	476923-0-424	4	0.250000	run1
c5518952b78b171de2d5b9317103ba62<::>2	Q0	244097-0-677	5	0.200000	run1
c5518952b78b171de2d5b9317103ba62<::>2	Q0	579007-0-1276	6	0.166667	run1
c5518952b78b171de2d5b9317103ba62<::>2	Q0	592094-0-327	7	0.142857	run1
c5518952b78b171de2d5b9317103ba62<::>2	Q0	171489-0-683	8	0.125000	run1
c5518952b78b171de2d5b9317103ba62<::>2	Q0	108875-0-356	9	0.111111	run1
c5518952b78b171de2d5b9317103ba62<::>2	Q0	104043-0-793	10	0.100000	run1
c5518952b78b171de2d5b9317103ba62<::>3	Q0	83346-0-1806	1	1.000000	run1
c5518952b78b171de2d5b9317103ba62<::>3	Q0	367754-0-1807	2	0.500000	run1
c5518952b78b171de2d5b9317103ba62<::>3	Q0	537593-0-1546	3	0.333333	run1
c5518952b78b171de2d5b9317103ba62<::>3	Q0	28974-0-1495	4	0.250000	run1
c5518952b78b171de2d5b9317103ba62<::>3	Q0	229436-0-362	5	0.200000	run1
c5518952b78b171de2d5b9317103ba62<::>3	Q0	442109-0-678	6	0.166667	run1
c5518952b78b171de2d5b9317103ba62<::>3	Q0	599142-0-425	7	0.142857	run1
c5518952b78b171de2d5b9317103ba62<::>3	Q0	109203-0-960	8	0.125000	run1
c5518952b78b171de2d5b9317103ba62<::>3	Q0	165691-0-1949	9	0.111111	run1
c5518952b78b171de2d5b9317103ba62<::>3	Q0	413229-0-344	10	0.100000	run1
c5518952b78b171de2d5b9317103ba62<::>4	Q0	431462-0-417	1	1.000000	run1
c5518952b78b171de2d5b9317103ba62<::>4	Q0	510485-0-215	2	0.500000	run1
c5518952b78b171de2d5b9317103ba62<::>4	Q0	108875-0-356	3	0.333333	run1
c5518952b78b171de2d5b9317103ba62<::>4	Q0	174196-0-1503	4	0.250000	run1
c5518952b78b171de2d5b9317103ba62<::>4	Q0	270339-0-181	5	0.200000	run1
c5518952b78b171de2d5b9317103ba62<::>4	Q0	28758-0-1229	6	0.166667	run1
c5518952b78b171de2d5b9317103ba62<::>4	Q0	135093-0-464	7	0.142857	run1
c5518952b78b171de2d5b9317103ba62<::>4	Q0	478026-0-614	8	0.125000	run1
c5518952b78b171de2d5b9317103ba62<::>4	Q0	592094-0-327	9	0.111111	run1
c5518952b78b171de2d5b9317103ba62<::>4	Q0	496015-0-349	10	0.100000	run1
c5518952b78b171de2d5b9317103ba62<::>5	Q0	537593-0-1546	1	1.000000	run1
c5518952b78b171de2d5b9317103ba62<::>5	Q0	489959-0-2342	2	0.500000	run1
c5518952b78b171de2d5b9317103ba62<::>5	Q0	301447-0-303	3	0.333333	run1
c5518952b78b171de2d5b9317103ba62<::>5	Q0	135093-0-464	4	0.250000	run1
c5518952b78b171de2d5b9317103ba62<::>5	Q0	483437-0-1656	5	0.200000	run1
c5518952b78b171de2d5b9317103ba62<::>5	Q0	431462-0-417	6	0.166667	run1
c5518952b78b171de2d5b9317103ba62<::>5	Q0	21695-0-460	7	0.142857	run1
c5518952b78b171de2d5b9317103ba62<::>5	Q0	158965-0-864	8	0.125000	run1
c5518952b78b171de2d5b9317103ba62<::>5	Q0	142809-0-270	9	0.111111	run1
c5518952b78b171de2d5b9317103ba62<::>5	Q0	76562-0-636	10	0.100000	run1
c5518952b78b171de2d5b9317103ba62<::>6	Q0	489959-0-2342	1	1.000000	run1
c5518952b78b171de2d5b9317103ba62<::>6	Q0	537593-0-1546	2	0.500000	run1
c5518952b78b171de2d5b9317103ba62<::>6	Q0	41012-0-933	3	0.333333	run1
c5518952b78b171de2d5b9317103ba62<::>6	Q0	138113-0-520	4	0.250000	run1
c5518952b78b171de2d5b9317103ba62<::>6	Q0	548860-0-568	5	0.200000	run1
c5518952b78b171de2d5b9317103ba62<::>6	Q0	579315-0-314	6	0.166667	run1
c5518952b78b171de2d5b9317103ba62<::>6	Q0	146317-0-979	7	0.142857	run1
c5518952b78b171de2d5b9317103ba62<::>6	Q0	309279-0-1129	8	0.125000	run1
c5518952b78b171de2d5b9317103ba62<::>6	Q0	435320-0-622	9	0.111111	run1
c5518952b78b171de2d5b9317103ba62<::>6	Q0	460008-0-519	10	0.100000	run1
c5518952b78b171de2d5b9317103ba62<::>7	Q0	41012-0-933	1	1.000000	run1
c5518952b78b171de2d5b9317103ba62<::>7	Q0	92549-0-885	2	0.500000	run1
c5518952b78b171de2d5b9317103ba62<::>7	Q0	462036-0-1879	3	0.333333	run1
c5518952b78b171de2d5b9317103ba62<::>7	Q0	176424-0-864	4	0.250000	run1
c5518952b78b171de2d5b9317103ba62<::>7	Q0	89161-0-2037	5	0.200000	run1
c5518952b78b171de2d5b9317103ba62<::>7	Q0	210029-0-866	6	0.166667	run1
c5518952b78b171de2d5b9317103ba62<::>7	Q0	537593-0-1546	7	0.142857	run1
c5518952b78b171de2d5b9317103ba62<::>7	Q0	377152-1659-2469	8	0.125000	run1
c5518952b78b171de2d5b9317103ba62<::>7	Q0	244097-0-677	9	0.111111	run1
c5518952b78b171de2d5b9317103ba62<::>7	Q0	309909-0-1442	10	0.100000	run1
c5518952b78b171de2d5b9317103ba62<::>8	Q0	174196-0-1503	1	1.000000	run1
c5518952b78b171de2d5b9317103ba62<::>8	Q0	135093-0-464	2	0.500000	run1
c5518952b78b171de2d5b9317103ba62<::>8	Q0	361028-0-1098	3	0.333333	run1
c5518952b78b171de2d5b9317103ba62<::>8	Q0	67167-0-566	4	0.250000	run1
c5518952b78b171de2d5b9317103ba62<::>8	Q0	219673-0-1077	5	0.200000	run1
c5518952b78b171de2d5b9317103ba62<::>8	Q0	572848-0-289	6	0.166667	run1
c5518952b78b171de2d5b9317103ba62<::>8	Q0	261856-0-351	7	0.142857	run1
c5518952b78b171de2d5b9317103ba62<::>8	Q0	592094-0-327	8	0.125000	run1
c5518952b78b171de2d5b9317103ba62<::>8	Q0	579007-0-1276	9	0.111111	run1
c5518952b78b171de2d5b9317103ba62<::>8	Q0	384192-0-455	10	0.100000	run1
535ebd306304982e4e49cc989ce5b10b<::>1	Q0	258247-0-906	1	1.000000	run1
535ebd306304982e4e49cc989ce5b10b<::>1	Q0	346042-0-906	2	0.500000	run1
535ebd306304982e4e49cc989ce5b10b<::>1	Q0	166314-0-1939	3	0.333333	run1
535ebd306304982e4e49cc989ce5b10b<::>1	Q0	60261-0-653	4	0.250000	run1
535ebd306304982e4e49cc989ce5b10b<::>1	Q0	108739-0-242	5	0.200000	run1
535ebd306304982e4e49cc989ce5b10b<::>1	Q0	260159-0-972	6	0.166667	run1
535ebd306304982e4e49cc989ce5b10b<::>1	Q0	139047-0-453	7	0.142857	run1
