dd6b6ffd177f2b311abe676261279d2f<::>2	Q0	822086267_6698-7277-0-579	1	1.000000	run1
dd6b6ffd177f2b311abe676261279d2f<::>2	Q0	866343245_65754-66191-0-437	2	0.500000	run1
dd6b6ffd177f2b311abe676261279d2f<::>2	Q0	822086267_453-961-0-508	3	0.333333	run1
dd6b6ffd177f2b311abe676261279d2f<::>2	Q0	822086267_5864-6170-0-306	4	0.250000	run1
dd6b6ffd177f2b311abe676261279d2f<::>2	Q0	822024570_54536-55810-0-1274	5	0.200000	run1
dd6b6ffd177f2b311abe676261279d2f<::>2	Q0	837407666_30316-30822-0-506	6	0.166667	run1
dd6b6ffd177f2b311abe676261279d2f<::>2	Q0	831541702_830-1305-0-475	7	0.142857	run1
dd6b6ffd177f2b311abe676261279d2f<::>2	Q0	822086267_22716-22948-0-232	8	0.125000	run1
dd6b6ffd177f2b311abe676261279d2f<::>2	Q0	831541702_346-829-0-483	9	0.111111	run1
dd6b6ffd177f2b311abe676261279d2f<::>2	Q0	866493429_130703-131952-0-1249	10	0.100000	run1
dd6b6ffd177f2b311abe676261279d2f<::>3	Q0	866343245_65754-66191-0-437	1	1.000000	run1
dd6b6ffd177f2b311abe676261279d2f<::>3	Q0	837407666_122-881-0-759	2	0.500000	run1
dd6b6ffd177f2b311abe676261279d2f<::>3	Q0	822086267_6698-7277-0-579	3	0.333333	run1
dd6b6ffd177f2b311abe676261279d2f<::>3	Q0	822086267_453-961-0-508	4	0.250000	run1
dd6b6ffd177f2b311abe676261279d2f<::>3	Q0	822086267_1817-2149-0-332	5	0.200000	run1
dd6b6ffd177f2b311abe676261279d2f<::>3	Q0	837407666_8367-9237-0-870	6	0.166667	run1
dd6b6ffd177f2b311abe676261279d2f<::>3	Q0	822086267_5864-6170-0-306	7	0.142857	run1
dd6b6ffd177f2b311abe676261279d2f<::>3	Q0	844931250_13668-14479-0-811	8	0.125000	run1
dd6b6ffd177f2b311abe676261279d2f<::>3	Q0	856552748_62739-62910-0-171	9	0.111111	run1
dd6b6ffd177f2b311abe676261279d2f<::>3	Q0	807237852_1799-2124-0-325	10	0.100000	run1
dd6b6ffd177f2b311abe676261279d2f<::>4	Q0	837407666_122-881-0-759	1	1.000000	run1
dd6b6ffd177f2b311abe676261279d2f<::>4	Q0	832860310_20343-20698-0-355	2	0.500000	run1
dd6b6ffd177f2b311abe676261279d2f<::>4	Q0	850509972_14983-15361-0-378	3	0.333333	run1
dd6b6ffd177f2b311abe676261279d2f<::>4	Q0	832860310_2886-3341-0-455	4	0.250000	run1
dd6b6ffd177f2b311abe676261279d2f<::>4	Q0	819277691_67896-68233-0-337	5	0.200000	run1
dd6b6ffd177f2b311abe676261279d2f<::>4	Q0	836318260_10458-10816-0-358	6	0.166667	run1
dd6b6ffd177f2b311abe676261279d2f<::>4	Q0	827256970_9417-10017-0-600	7	0.142857	run1
dd6b6ffd177f2b311abe676261279d2f<::>4	Q0	809837051_5456-5573-0-117	8	0.125000	run1
dd6b6ffd177f2b311abe676261279d2f<::>4	Q0	826807874_7860-8812-0-952	9	0.111111	run1
dd6b6ffd177f2b311abe676261279d2f<::>4	Q0	841164831_62169-62331-0-162	10	0.100000	run1
dd6b6ffd177f2b311abe676261279d2f<::>5	Q0	832860310_147-630-0-483	1	1.000000	run1
dd6b6ffd177f2b311abe676261279d2f<::>5	Q0	832860310_20343-20698-0-355	2	0.500000	run1
dd6b6ffd177f2b311abe676261279d2f<::>5	Q0	832860310_631-1333-0-702	3	0.333333	run1
dd6b6ffd177f2b311abe676261279d2f<::>5	Q0	832860310_16594-17153-0-559	4	0.250000	run1
dd6b6ffd177f2b311abe676261279d2f<::>5	Q0	832860310_2886-3341-0-455	5	0.200000	run1
dd6b6ffd177f2b311abe676261279d2f<::>5	Q0	832860310_28027-28822-0-795	6	0.166667	run1
dd6b6ffd177f2b311abe676261279d2f<::>5	Q0	832860310_3342-3693-0-351	7	0.142857	run1
